Actor1CountryCode,Actor2CountryCode,Strength,Month
FRA,KAZ,5.856818182,2
BDI,COD,5.504895105,2
ISR,PAK,4.788461538,2
MYS,MDV,-3.466024518,2
SDN,ERI,-1.515236427,2
SDN,LBY,0.405604203,2
IRL,TUN,-6.079859895,2
VCT,GRD,8.076842106,2
EUR,ZWE,4.55,2
FRA,PER,4.673157895,2
SDN,QAT,8.253157895,2
ISL,GBR,7.124210526,2
NLD,DNK,6.776625659,2
THA,CAN,1.326537786,2
IRL,PRT,4.856414763,2
ISR,BEL,1.570650264,2
NER,AFR,-1.138732394,2
HND,GTM,1.672711268,2
PAN,COL,5.183450704,2
SLE,AFR,5.953968254,2
YEM,LBN,0.801058201,2
KGZ,BLR,6.276719577,2
ARE,DEU,7.54021164,2
IRN,ECU,10.45291005,2
PSE,CAN,1.193121693,2
MAR,SYR,0.666137566,2
SDN,ISR,-3.856613757,2
MAR,TUN,3.440459364,2
JOR,AFR,-4.251504425,2
USA,MWI,7.398584071,2
MMR,AUS,5.77539823,2
NAM,BWA,5.084070796,2
YEM,MAR,-11.27469027,2
CHN,FIN,8.381415929,2
LBY,SDN,-0.885663717,2
NLD,JPN,5.564361702,2
SDN,JOR,1.095744681,2
USA,HKG,7.610638298,2
NZL,KOR,9.458259325,2
QAT,LBN,6.824333925,2
AUS,SAU,4.620959147,2
NPL,LKA,6.414031972,2
SYR,AFR,1.161634103,2
NLD,IRN,6.625088969,2
CAN,PAN,1.559358289,2
RWA,ESP,-8.896791444,2
DEU,SGP,6.283957219,2
GRC,LVA,6.24973262,2
TZA,ZMB,4.54125,2
NOR,ITA,5.723035714,2
AFR,LKA,5.717142857,2
AFR,DZA,2.715535714,2
KWT,TUR,5.914669052,2
IDN,EUR,8.010912343,2
IDN,TMP,4.970125224,2
AUS,POL,-2.837924866,2
USA,NER,1.918491921,2
PRY,ARG,7.341651706,2
TUN,IRL,-13.02118492,2
AUT,CZE,4.624416517,2
JPN,NGA,1.978597122,2
ETH,YEM,-0.841621622,2
IRL,ISR,4.089189189,2
SOM,SYR,0.031351351,2
PSE,IRQ,2.669189189,2
HRV,DEU,4.491351351,2
CAN,NGA,5.311351351,2
YEM,ETH,3.194054054,2
CHN,AZE,9.35198556,2
NPL,SAU,-3.937906137,2
TJK,TUR,-5.229422383,2
USA,SVK,5.357685353,2
SEN,FRA,1.538517179,2
NMR,JPN,9.760036166,2
BEL,MAR,-4.667391304,2
IRL,POL,2.691304348,2
NGA,SYR,-3.247186933,2
TUR,HUN,7.015636364,2
PER,FRA,6.144545455,2
FRA,LKA,4.148727273,2
MKD,HUN,7.267090909,2
TUR,MAR,-0.154098361,2
BGR,AFG,-17.46885246,2
NAM,AGO,5.71149635,2
QAT,PHL,7.481386861,2
NLD,NGA,1.826824818,2
AUT,HRV,4.898171846,2
KHM,IDN,6.355393053,2
PAK,UZB,8.81023766,2
MWI,USA,6.283516484,2
NLD,PHL,3.900549451,2
CUB,GBR,5.036263736,2
SYR,IRL,3.848807339,2
TMP,IDN,5.446238532,2
MMR,LAO,8.422568807,2
TZA,GBR,1.715779817,2
SWE,NLD,7.128308824,2
LTU,WST,5.360845588,2
GHA,FRA,4.994117647,2
AZE,PAK,10.16305147,2
SRB,DEU,6.207904412,2
AUT,ESP,5.707734807,2
SAU,DJI,6.181767956,2
MWI,ZMB,6.569060773,2
DZA,IRN,8.20718232,2
KOR,NZL,8.419337017,2
PSE,GRC,6.423431734,2
IRL,AFR,6.446678967,2
NGA,CAN,3.440590406,2
THA,NZL,0.349815498,2
CHN,ECU,5.972878228,2
AFR,SLE,6.523062731,2
DEU,PHL,6.51016636,2
LVA,DEU,7.523290203,2
AUS,PER,10.95471349,2
IRN,DZA,8.753888889,2
TUR,POL,3.672222222,2
GMB,AFR,3.756666667,2
MLI,CHN,-10.02833333,2
JOR,BHR,3.989053803,2
QAT,CAN,1.826765799,2
PRT,IRL,3.968587361,2
TWN,MYS,2.592178771,2
NLD,BGD,7.23575419,2
PAN,CAN,0.630167598,2
TUR,MKD,6.894962687,2
SLV,HND,0.320149254,2
SEA,KOR,4.47364486,2
MOZ,MWI,3.922990654,2
ITA,ERI,7.804485981,2
NGA,JOR,3.197383178,2
MWI,MOZ,6.582022472,2
TUR,BRA,6.061797753,2
JPN,AFG,5.839587242,2
ARE,ISR,4.495497186,2
ITA,LBN,6.474484053,2
SGP,CAN,9.717293233,2
URY,ARG,4.551879699,2
GRC,PRT,4.496616541,2
ARE,CAN,4.19943609,2
CHN,SOM,0.129378531,2
QAT,SDN,9.482485876,2
ARM,CHE,6.619245283,2
ISR,SDN,-3.982075472,2
MEX,VEN,0.968620038,2
HRV,AUT,6.06294896,2
FRA,BGD,2.551704545,2
MKD,SYR,5.997159091,2
DEU,AZE,5.791477273,2
MDV,CAN,-1.9625,2
DNK,ISL,7.226704545,2
LBN,ARM,7.095256167,2
JPN,KEN,7.695057034,2
BGR,AZE,9.675285171,2
PHL,COL,4.593536122,2
ECU,CHN,8.277142857,2
BRA,NLD,0.940571429,2
NZL,IRL,-0.27480916,2
ISR,DNK,-4.067175573,2
BRN,AUS,9.742557252,2
CHN,BGR,9.349425287,2
LTU,DEU,8.274137931,2
ISR,CZE,8.482341651,2
PRY,BRA,2.387907869,2
SOM,SAU,2.303838772,2
RUS,PHL,4.720537428,2
NGA,EGY,1.772360845,2
MEX,ARG,3.308637236,2
CAN,WST,6.625384615,2
AUS,JOR,1.267630058,2
SWE,AFR,1.093063584,2
ZAF,RUS,8.431213873,2
KGZ,IRN,9.287283237,2
MEX,PER,7.485549133,2
IRN,DJI,8.639651838,2
MEX,PHL,4.650290135,2
PNG,IDN,5.785299807,2
IRN,UKR,5.44410058,2
BHR,OMN,10.06511628,2
PER,ESP,3.44244186,2
NLD,NOR,7.786627907,2
AFR,SAF,6.29244186,2
BHR,SYR,-1.448255814,2
ARM,GRC,3.825581395,2
BHR,JOR,6.265697674,2
KOR,MNG,9.05,2
ITA,AFG,3.560970874,2
COG,AFR,2.532815534,2
AUS,KEN,-2.385436893,2
CHE,EGY,6.417669903,2
ISR,ZAF,-0.637937743,2
CHE,UKR,5.987159533,2
BDI,KEN,1.072762646,2
WST,FRA,2.806225681,2
ERI,EUR,4.432163743,2
LKA,EUR,4.860818713,2
BTN,USA,7.399415205,2
SVK,USA,4.98128655,2
USA,MHL,1.385380117,2
UZB,PAK,9.319883041,2
EUR,BRA,8.151461988,2
SAU,LKA,-3.4265625,2
KWT,LBN,4.207617187,2
EST,WST,6.849023437,2
GBR,VEN,5.252352941,2
IND,KOR,9.110588235,2
BRA,CUB,7.503529412,2
POL,BLR,3.661176471,2
GIN,GNB,5.644117647,2
CZE,FRA,3.669548134,2
AFG,ESP,-19.61316306,2
UKR,LVA,6.496267191,2
SGP,MMR,6.945972495,2
USA,PNG,4.858349705,2
EGY,CHE,4.907480315,2
NLD,CHE,6.352071006,2
BLR,KGZ,8.452071006,2
MYS,NPL,6.647337278,2
POL,IRL,2.566272189,2
USA,CYM,6.9,2
GBR,SVK,3.328458498,2
DEU,NAM,8.947233202,2
AUT,BEL,7.729306931,2
CHN,PRT,7.986309524,2
DEU,YEM,-0.996428571,2
NGA,LBR,6.536779324,2
ITA,ARM,4.857256461,2
CHE,IND,5.912922465,2
TUR,SRB,6.678131213,2
ZMB,TZA,3.9,2
LAO,MMR,8.24940239,2
IDN,TWN,1.958964143,2
AFG,YEM,-2.352788845,2
EUR,BGD,5.034860558,2
SAS,IND,1.120517928,2
SWE,CAN,7.045816733,2
LBY,CHE,5.637250996,2
ARM,GBR,6.190419162,2
PHL,RUS,6.243712575,2
LBN,DEU,4.581437126,2
BMU,GBR,6.37245509,2
QAT,JPN,8.91497006,2
MAR,EUR,7.597005988,2
CHE,IRL,3.464670659,2
NOR,CHE,8.213772455,2
EUR,MEX,6.403592814,2
OMN,BHR,9.0054,2
CHE,LBY,4.965,2
ITA,IND,-3.552,2
SAU,AFR,3.2676,2
PAK,SEA,-13.9776,2
AFR,CHE,7.524,2
WST,LTU,6.987,2
AZE,CHE,7.2072,2
BOL,PER,4.476,2
KOR,ARE,9.321042084,2
MYS,IND,5.539478958,2
ITA,DZA,2.800400802,2
ITA,JOR,8.058517034,2
SYR,SOM,-0.5501002,2
HND,SLV,-0.641482966,2
MLT,GRC,6.395783133,2
IRN,KGZ,9.243975904,2
OMN,IND,7.081086519,2
NLD,SWE,6.252313883,2
SAU,AUS,2.013682093,2
CZE,UKR,4.377822581,2
UKR,GRC,3.087701613,2
SAF,AFR,7.620362903,2
LBR,NGA,5.716330645,2
BFA,AFR,2.083064516,2
FRA,CHL,5.914198783,2
BEL,AUT,6.281818182,2
NOR,AUS,7.035757576,2
FRA,TWN,6.556969697,2
JPN,NPL,10.21333333,2
CHE,NLD,6.392727273,2
BEL,ARM,6.491295547,2
MLI,RUS,-13.33967611,2
BGR,SYR,1.025101215,2
LBN,CAN,5.664097363,2
DJI,SAU,4.563286004,2
MKD,TUR,6.557403651,2
BGD,YEM,-3.268356998,2
RWA,COG,-0.517241379,2
NPL,THA,5.829878049,2
MWI,GBR,7.482317073,2
BLR,POL,3.916463415,2
PER,MEX,7.492682927,2
GRC,ARM,4.699796334,2
EUR,ARE,6.122199593,2
NZL,SYR,5.940490798,2
USA,BTN,7.592638037,2
NGA,NLD,2.009202454,2
DEU,HRV,2.262909836,2
SEN,TCD,-5.566598361,2
MEX,NMR,11.08706366,2
CAN,SGP,9.150308008,2
NGA,MAR,3.254938272,2
VNM,AFR,8.951234568,2
GIN,AFR,3.253703704,2
YEM,BHR,-4.766049383,2
CHN,MLI,0.422839506,2
PRT,CHN,8.938762887,2
ESP,RWA,-7.550721649,2
PHL,MEX,5.52556701,2
EUR,MAR,7.685950413,2
UZB,KOR,8.246900826,2
KWT,TUN,-10.1392562,2
MYS,IRQ,-1.972933884,2
RUS,BGD,11.25652174,2
AFR,QAT,2.514285714,2
BWA,NAM,5.695031056,2
MNG,KOR,8.743478261,2
ARM,ITA,4.590062112,2
UKR,CHE,-2.017219917,2
BHR,PAK,5.716804979,2
TWN,CAN,6.347302905,2
KAZ,FRA,7.979253112,2
BGD,RUS,12.65477178,2
ITA,CZE,3.115384615,2
VEN,MEX,2.37006237,2
UKR,IRN,1.842411642,2
ARM,KAZ,9.022453222,2
AGO,NAM,5.836590437,2
CHN,SAS,5.29022869,2
ESP,AUT,6.133471933,2
AUS,BGD,7.059375,2
PRT,DEU,6.269375,2
MOZ,ZWE,3.555625,2
OMN,SYR,6.260625,2
GBR,SAS,0.2225,2
ARE,JPN,8.109394572,2
QAT,NGA,-0.590605428,2
PRY,ECU,7.792468619,2
IND,NGA,-5.622803347,2
NZL,AFR,4.031446541,2
ITA,VNM,6.547689076,2
ETH,RWA,11.43844538,2
YEM,AFG,-3.56407563,2
HKG,CHN,2.254105263,2
ITA,ALB,0.801473684,2
EUR,SEA,8.304631579,2
AFG,ITA,-5.154315789,2
ESP,PER,2.433473684,2
CHE,MYS,3.342405063,2
IRL,CHE,6.276582278,2
LBY,QAT,1.988607595,2
MYS,TWN,3.332980973,2
YEM,IND,4.036363636,2
ARE,NGA,4.881818182,2
AUS,NOR,8.440677966,2
FRA,CZE,4.606369427,2
CHE,AZE,8.023566879,2
PAK,BHR,7.189808917,2
AFR,DJI,6.639490446,2
ETH,LBY,-7.463057325,2
AFR,YEM,2.996815287,2
AUT,SVK,6.567446809,2
NPL,MYS,6.484861407,2
NGA,IRQ,-0.162473348,2
BGD,LBY,-3.214102564,2
EUR,BDI,1.739614561,2
PAK,CHE,4.614346895,2
IRQ,SWE,5.944111349,2
AZE,BGR,9.786937901,2
CZE,ITA,3.672591006,2
ARM,LBN,5.702569593,2
AZE,SAU,6.879443255,2
MEA,ISR,1.2527897,2
ITA,ETH,6.180901288,2
NLD,IRQ,-0.684978541,2
DZA,ITA,4.27483871,2
COL,PAN,4.630967742,2
CHN,NMR,8.232903226,2
KAZ,ARM,10.96322581,2
NER,USA,-2.807741935,2
ITA,NOR,4.976774194,2
AFR,BFA,3.504516129,2
CZE,ISR,3.353017241,2
LUX,NLD,9.545689655,2
VAT,ARM,3.757112069,2
VEN,GBR,5.288552916,2
GHA,CIV,4.32012987,2
AFR,NER,-4.916883117,2
CHE,BRA,3.543383948,2
NMR,MEX,9.605206074,2
RUS,NGA,0.49978308,2
BOL,BRA,5.600433839,2
SYR,CUB,7.906073753,2
ESP,GTM,-11.45543478,2
GBR,COL,5.101304348,2
LTU,GBR,5.473695652,2
AFR,GIN,3.357391304,2
CAN,HTI,6.752941176,2
IND,MDV,-1.47124183,2
BGR,WST,7.064052288,2
LKA,THA,7.804575163,2
ZWE,MOZ,5.260480349,2
MEX,BLZ,5.390174672,2
KOR,SEA,7.133842795,2
ARE,LBN,3.985995624,2
VEN,ARG,4.580087527,2
BEN,AFR,1.465131579,2
KAZ,EUR,9.374342105,2
CAN,ARE,7.612747253,2
KHM,MYS,4.639120879,2
LBN,ITA,6.98061674,2
BFA,FRA,2.375550661,2
TKM,EUR,9.288105727,2
CAN,THA,3.467180617,2
BGR,HUN,3.726872247,2
DEU,CUB,6.53722467,2
SRB,BGR,6.283443709,2
PER,AUS,11.97748344,2
SAU,JPN,7.10397351,2
AFR,MDV,-3.206622517,2
TCD,SEN,-1.587417219,2
SDN,SYR,3.248344371,2
SYR,MAR,2.520529801,2
SEA,EUR,5.915044248,2
SYR,SRB,-5.326327434,2
BOL,VEN,6.055875831,2
PAK,MMR,-1.611751663,2
CIV,GHA,2.498447894,2
GBR,EST,4.356984479,2
NZL,BEL,0.529490022,2
ITA,LUX,10.77272727,2
JPN,GRC,3.622616408,2
CHN,HKG,0.698,2
CAN,TWN,7.158666667,2
BLZ,MEX,4.136,2
EST,FIN,7.228666667,2
ALB,ITA,2.874,2
MEA,YEM,3.473333333,2
OMN,MLT,4.54,2
ZWE,SAF,6.405333333,2
GBR,LTU,4.453229399,2
IRL,NZL,1.789309577,2
MYS,LKA,2.570378619,2
LBY,PHL,-8.44610245,2
CYP,FRA,6.297327394,2
CUB,DEU,6.396213808,2
CHE,NOR,9.507589286,2
MEX,MDV,-1.117633929,2
BGR,UKR,4.250223214,2
ISR,IRL,4.445758929,2
POL,TUR,4.937946429,2
AUS,PSE,-3.0796875,2
VAT,ARG,5.443526786,2
LTU,BLR,4.688839286,2
WST,EST,2.8359375,2
MUS,USA,4.862946429,2
BLR,LVA,7.779241071,2
NZL,NPL,8.6859375,2
QAT,AFR,5.33557047,2
BGD,NLD,7.134899329,2
PRT,AGO,6.279194631,2
MYS,EUR,4.659731544,2
IDN,PNG,4.810067114,2
ARE,AFG,6.142281879,2
CRI,PAN,2.718834081,2
KOR,AFR,9.412331839,2
SYR,SDN,3.905381166,2
JPN,SAU,7.527578475,2
PAK,NOR,4.080941703,2
AFR,TUN,-1.156278027,2
GBR,BMU,6.461123596,2
SVK,AUT,8.318426966,2
PAK,MDV,3.071460674,2
NLD,LUX,9.213033708,2
MYS,MNG,-11.8247191,2
DEU,LKA,6.877702703,2
UKR,ARM,3.829054054,2
EST,DEU,5.997968397,2
IRL,DNK,5.235440181,2
MNG,JPN,6.908803612,2
CHL,GBR,5.318735892,2
LKA,SAS,5.691196388,2
RUS,NIC,10.70090498,2
POL,LVA,6.272850679,2
IRQ,ARE,5.124434389,2
VNM,ITA,7.730090498,2
IDN,KHM,6.455102041,2
ISR,UGA,1.713605442,2
LBY,IRN,-1.83877551,2
PGS,YEM,1.048979592,2
EUR,KAZ,7.950340136,2
ZAF,NAM,2.738095238,2
MYS,CHE,2.856136364,2
PNG,USA,5.480454545,2
CHE,PAK,6.019772727,2
OMN,GBR,5.588181818,2
SAU,NPL,0.340909091,2
NGA,BFA,3.707972665,2
SWE,WST,9.144874715,2
FRA,COD,-17.26947608,2
TUN,ESP,-2.324829157,2
LBY,ISR,-4.007289294,2
LUX,ITA,8.93630137,2
MHL,USA,5.413013699,2
HTI,CAN,4.02739726,2
AFR,COG,4.78630137,2
WST,SRB,-5.454794521,2
MMR,SGP,7.41369863,2
ITA,HRV,4.660958904,2
NGA,SDN,5.101372998,2
NMR,AUS,5.813272311,2
KEN,EGY,5.648512586,2
TTO,GBR,1.932494279,2
NZL,BRN,13.21647597,2
BGD,EUR,10.06956522,2
ESP,ECU,5.655377574,2
ECU,ESP,6.389449541,2
BRA,CHE,3.625458716,2
SGP,LKA,7.227522936,2
USA,BFA,3.836009174,2
CHN,LBR,10.34655963,2
IRL,JPN,4.168348624,2
JPN,QAT,8.828669725,2
IND,TUR,2.411697248,2
LVA,POL,6.82,2
NAM,DEU,7.21862069,2
AZE,AFG,10.22275862,2
NGA,RUS,5.117931034,2
WST,IRQ,4.235172414,2
SYR,MKD,-3.232949309,2
DEU,OMN,8.679262673,2
DNK,IRL,2.414516129,2
PRK,GBR,1.106682028,2
ISR,AUT,3.552995392,2
CHL,FRA,1.500691244,3
CAN,LBY,-1.752304147,3
GRD,VCT,8.826096998,3
IRQ,VNM,-1.734872979,3
UKR,BGR,5.32448037,3
MUS,LKA,8.234027778,3
IRN,NLD,7.727083335,3
RWA,ETH,11.3625,3
LBR,CHN,7.822222222,3
TWN,IDN,5.044315545,3
MYS,KHM,5.188604651,3
ECU,PER,6.655813953,3
NZL,CHL,13.31232558,3
MOZ,USA,3.865116279,3
LVA,WST,4.285813953,3
LBY,JOR,0.333488372,3
MAR,ITA,3.33,3
LKA,CAN,6.073953488,3
AUT,SRB,2.578321678,3
ITA,SOM,5.176923077,3
ESP,LBN,-4.741258741,3
JPN,IRL,5.466433566,3
GHA,DEU,6.129370629,3
ITA,GHA,8.221261682,3
SRB,TUR,6.428271028,3
KOR,UZB,10.08995327,3
ITA,AZE,8.077570093,3
IRN,BRA,9.089929742,3
TWN,GBR,6.940046838,3
ARM,TJK,8.676112412,3
ESP,TUN,-0.900702576,3
SVK,GRC,4.373943662,3
NZL,SAU,6.996478873,3
BEL,NZL,0.126056338,3
BLR,VNM,11.51223529,3
BGD,SEA,-0.242117647,3
AFR,NZL,4.193647059,3
KHM,GBR,-1.118117647,3
JPN,ARE,8.659669811,3
CUB,BRA,8.43254717,3
ISL,EUR,6.241273585,3
KWT,PSE,7.754009434,3
LKA,MUS,9.188207547,3
CAN,ARM,5.823404255,3
KEN,SAU,-1.360283688,3
PSE,AFR,2.368794326,3
THA,LKA,5.24822695,3
SYR,DNK,2.67014218,3
DEU,RWA,-0.082464455,3
NZL,WSM,7.12535545,3
AZE,LVA,5.855687204,3
RUS,ZAF,7.665320665,3
LKA,MYS,3.93064133,3
IND,OMN,6.597862233,3
ESP,SWE,5.224703088,3
ESP,IRQ,2.894536817,3
SVK,UKR,5.261428571,3
THA,DEU,5.089285714,3
IRL,NGA,6.082142857,3
IRQ,NGA,-0.840714286,3
PHL,ARG,5.502142857,3
USA,MOZ,4.417661098,3
RUS,SEA,6.768257757,3
GBR,OMN,8.135799523,3
JOR,KEN,1.871052632,3
GBR,TTO,2.623923445,3
VAT,RUS,5.40645933,3
AFG,SAS,-0.43062201,3
KWT,RUS,7.849521531,3
MLI,NER,0.04676259,3
SYR,HRV,-5.877697842,3
GRC,WST,0.530215827,3
LVA,BLR,7.725899281,3
DEU,THA,5.436690647,3
AFG,EGY,-0.918705036,3
MCO,DEU,1.650721154,3
PER,ECU,5.780769231,3
CAN,KEN,3.817067308,3
AFG,ARE,6.956385542,3
GHA,ITA,8.284337349,3
NZL,THA,4.281686747,3
SOM,CHN,-3.469156627,3
NOR,IRQ,2.723855422,3
GRC,MLT,4.51884058,3
LBN,ARE,6.696376812,3
NPL,JPN,7.971014493,3
GRC,POL,5.873913043,3
FRA,ZWE,4.52905569,3
PAK,AFR,1.694673123,3
AFG,AZE,8.651331719,3
MAR,BEL,-5.582324455,3
LAO,SEA,6.543341404,3
PAK,NGA,1.282082324,3
ARM,KGZ,9.510653753,3
BHR,IRQ,-0.241019417,3
GBR,DJI,1.416990291,3
JAM,CUB,7.991504854,3
MAR,TUR,4.431553398,3
IRN,MAR,-10.76423358,3
ZMB,MOZ,7.248905109,3
BEL,SRB,7.551094891,3
DEU,IDN,5.158394161,3
CHE,ARE,7.031386861,3
BLR,TJK,11.12408759,3
ARE,MAR,5.340875912,3
AFG,CUB,-4.768613139,3
FJI,VUT,8.783414634,3
TWN,AUS,5.773902439,3
BEL,BDI,-0.937317073,3
SWE,TUR,3.422195122,3
IDN,DEU,6.077560976,3
DEU,BGD,5.742439024,3
ITA,CHL,6.985609756,3
EUR,IND,7.383658537,3
DEU,MLI,9.66601467,3
LVA,GBR,2.72200489,3
TUR,NGA,2.746210268,3
TUR,IND,2.394117647,3
CUB,PRK,5.836764706,3
AFR,BEN,0.822794118,3
CUB,AGO,7.053676471,3
SGP,ARE,5.017647059,3
BGR,BEL,6.538083538,3
AUT,SWE,5.265847666,3
NOR,TUR,3.933169533,3
CHE,PSE,3.929484029,3
JPN,TKM,10.75503686,3
ESP,AFG,-5.423587224,3
ZMB,KEN,8.751597052,3
FRA,CYP,5.607635468,3
NZL,NRU,3.320689655,3
LBN,ESP,-6.083497537,3
GRC,JPN,2.922962963,3
MAR,ISR,0.532592593,3
GNB,GIN,5.694814815,3
DEU,CHL,6.121481481,3
DEU,KAZ,7.345925926,3
GBR,DZA,-0.766336634,3
AUS,TWN,7.203712871,3
AZE,UKR,6.371287129,3
IND,BTN,6.977227723,3
FIN,IRQ,1.333995037,3
SEN,MLI,4.05483871,3
ECU,ARG,5.925558313,3
AUT,IRL,-0.82853598,3
GBR,LVA,4.834243176,3
WSM,NZL,7.328358209,3
ISR,KWT,2.796268657,3
NGA,BRA,3.610447761,3
ARM,UKR,3.579104478,3
GTM,ESP,-0.957462687,3
EST,GBR,6.596268657,3
POL,ESP,1.013432836,3
TUR,MEX,4.957107232,3
CHL,BRN,14.46508728,3
ZAF,LSO,2.129925187,3
AFR,VNM,5.020698254,3
ZWE,FRA,4.438653367,3
MAR,ARE,5.75475,3
YEM,AFR,2.5845,3
UKR,AZE,5.22225,3
VUT,AUS,9.36975,3
CZE,IRQ,4.46775,3
GBR,BHS,4.3515,3
ARM,BEL,6.83025,3
JPN,POL,-3.720300752,3
IRQ,WST,3.72556391,3
ARG,ECU,4.927067669,3
BRA,TUR,6.937593985,3
JOR,MYS,3.889473684,3
EUR,KGZ,7.843609023,3
KEN,NLD,3.621052632,3
MUS,AFR,8.404522613,3
LBN,KWT,4.830904523,3
VNM,BLR,11.76030151,3
OMN,DEU,8.271859296,3
KEN,AUS,3.672361809,3
QAT,EUR,5.595979899,3
SEN,GMB,4.990428212,3
JPN,PER,5.535264484,3
NMR,CHN,7.645088161,3
NGA,QAT,1.080604534,3
EUR,ETH,11.23904282,3
SYR,CZE,5.817884131,3
IND,SWE,6.829545455,3
YEM,KWT,4.808333333,3
VEN,BOL,4.872727273,3
KEN,ZMB,7.608333333,3
MDV,SAU,2.185606061,3
SWE,UKR,6.232575758,3
ERI,USA,2.380253165,3
MYS,ITA,7.171139241,3
EUR,MYS,5.547715736,3
PGS,QAT,7.262436548,3
TUN,RUS,-4.37893401,3
DEU,EST,5.59035533,3
SEA,LAO,7.29822335,3
LBY,AFG,-6.261832061,3
TMP,AUS,2.522137405,3
KEN,JOR,1.204580153,3
AFR,WAF,4.311734694,3
QAT,PGS,7.824489796,3
USA,MUS,4.675255102,3
GMB,SEN,5.083887468,3
PHL,NOR,-9.582352941,3
KGZ,ARM,10.57365729,3
GBR,HRV,4.693350384,3
MEX,HND,4.134615385,3
TWN,FRA,4.486153846,3
BGR,ISR,-3.968461538,3
BEL,JPN,6.85,3
AUS,SOM,-1.909230769,3
EUR,SOM,4.453076923,3
MLI,MRT,1.704615385,3
ZWE,NGA,0.764615385,3
USA,MDG,5.670769231,3
CHL,NZL,13.32615385,3
GBR,TWN,7.037275064,3
PRK,CUB,6.58688946,3
DEU,GHA,8.339845758,3
NLD,EGY,0.367095116,3
HRV,ITA,6.23814433,3
UKR,SVK,7.375515464,3
KOR,IND,10.00515464,3
FRA,SEN,5.545736434,3
CAF,CMR,7.348837209,3
SDN,TUR,5.621705426,3
AFR,MUS,7.080310881,3
AFG,JPN,3.048186528,3
COL,GBR,2.895854922,3
TCD,SDN,5.854285714,3
AFR,GMB,5.239480519,3
AZE,ITA,8.40234375,3
PER,JPN,8.70703125,3
NOR,PAK,5.991406249,3
MWI,ZAF,-0.29296875,3
SDN,TCD,4.892428198,3
SWE,JPN,6.361879896,3
IRQ,MAR,-10.08563969,3
AFR,PAK,0.902349869,3
CAN,GHA,6.682245431,3
SRB,SYR,3.758224543,3
AFR,SWE,3.448825065,3
DNK,PAK,0.857591623,3
JPN,MNG,7.757591623,3
SAF,ZWE,5.663874346,3
GHA,CAN,3.062041885,3
MOZ,TZA,8.078795812,3
ISR,AZE,7.09790576,3
ZMB,GBR,5.513874346,3
BTN,IND,6.859055118,3
SVK,GBR,2.982677165,3
FRA,MDV,0.561417323,3
NLD,POL,6.016535433,3
MYS,JOR,2.633858268,3
SWE,ERI,-2.104724409,3
BRN,NZL,14.21102362,3
TON,NZL,5.221578947,3
CHN,DZA,8.032105263,3
EUR,TWN,8.763324538,3
KGZ,SYR,0.148021108,3
ETH,ITA,6.627704485,3
RUS,MKD,2.727704485,3
TUN,KWT,-6.003957784,3
SAS,GBR,1.556349206,3
SRB,AUT,7.387301587,3
TUR,SDN,6.646031746,3
IRQ,FIN,0.495238095,3
CAN,COL,8.865079365,3
EUR,SGP,9.450793651,3
POL,AUT,3.257936508,3
LKA,SGP,6.370822281,3
DEU,MYS,4.231034483,3
FRA,COG,4.967108753,3
SDN,EUR,4.080636605,3
EUR,TKM,10.44509284,3
SAU,SOM,2.29734748,3
ITA,QAT,8.201061008,3
AUT,ARM,0.472679045,3
ITA,WST,9.216223404,3
GBR,ZMB,8.904255319,3
NLD,NZL,3.502659574,3
IRL,MDV,-8.07287234,3
CHE,THA,1.4768,3
ETH,NGA,6.5792,3
NGA,ZWE,2.9512,3
RUS,DZA,5.4472,3
NZL,ISR,3.314438503,3
EST,UKR,6.547058824,3
HND,MEX,1.023529412,3
TUR,KGZ,7.798395722,3
CYP,SYR,2.689572193,3
ITA,SDN,4.75828877,3
JPN,MDV,-2.229946524,3
BRB,GBR,3.861394102,3
ESP,PSE,2.829490617,3
JOR,AFG,2.874530831,3
ARE,IDN,7.48150134,3
GHA,KEN,6.303217158,3
JAM,TTO,5.014516129,3
NLD,KEN,-0.330645161,3
NGA,PAK,0.839516129,3
ETH,EUR,10.02096774,3
SOM,ITA,6.793261456,3
CHE,SWE,5.721024259,3
WST,SWE,10.26873315,3
AGO,PRT,4.932614555,3
JOR,MAR,6.338814016,3
BEL,TUN,-3.951752022,3
GBR,KHM,2.673315364,3
AUS,TMP,5.748648649,3
SGP,EUR,9.293513514,3
MEX,TUR,6.671351351,3
BEL,AFR,2.322764228,3
LBY,BGD,-4.454471545,3
LBY,GRC,-10.85528455,3
SAU,ITA,6.643902439,3
IRN,SDN,1.845528455,3
AUS,NMR,6.006504065,3
SGP,BGD,2.283423913,3
BGD,AUS,3.081521741,3
NAM,ZMB,9.304076087,3
SDN,MAR,-10.36711957,3
ITA,MYS,4.536684783,3
COL,CAN,5.499456522,3
KGZ,TUR,6.429972752,3
FJI,PNG,4.284196185,3
RUS,MLI,-5.140871935,3
DEU,MDV,-6.47493188,3
USA,ERI,4.995367847,3
NAM,ZAF,3.935149864,3
VEN,PAN,2.641803279,3
ISR,KEN,1.201639344,3
KEN,CAN,5.109836066,3
ETH,TZA,6.193442623,3
MDV,PAK,6.007377049,3
GBR,SEA,6.032786885,3
ZAF,EUR,6.933606558,3
IRQ,MYS,-0.9,3
NGA,TUR,6.241803278,3
IDN,LKA,5.875890411,3
AUS,CYP,9.246575342,3
