source,target,strength,month,weight
SOM,USA,1.3,0,1.3
GBR,CHN,1.3,0,1.3
TUR,GBR,1.3,0,1.3
IRN,USA,1.265517241,0,1.265517241
AFG,QAT,1.25,0,1.25
IDN,AUS,-1.25,0,1.25
USA,MDV,-1.233333333,0,1.233333333
USA,HTI,-1.2,0,1.2
MLI,FRA,1.184615385,0,1.184615385
USA,IRQ,1.146153846,0,1.146153846
TUR,DEU,-1.133333333,0,1.133333333
AUS,MMR,-1.1,0,1.1
EUR,RUS,1.1,0,1.1
CHE,CHN,1.066666667,0,1.066666667
SYR,IRN,1.066666667,0,1.066666667
KWT,USA,1.066666667,0,1.066666667
USA,AFR,1.041666667,0,1.041666667
TUR,USA,-1.033333333,0,1.033333333
LBN,SAU,1.033333333,0,1.033333333
DEU,MEX,1,0,1.0
TWN,VNM,-1,0,1.0
AFR,NGA,1,0,1.0
CAN,ISR,1,0,1.0
AUS,ZWE,1,0,1.0
POL,HRV,1,0,1.0
HRV,POL,1,0,1.0
NZL,SGP,1,0,1.0
MEX,DEU,1,0,1.0
FRA,MEX,1,0,1.0
CAN,SAU,-1,0,1.0
IDN,JPN,1,0,1.0
ISR,MEX,1,0,1.0
JPN,IDN,1,0,1.0
GBR,CAN,1,0,1.0
VNM,TWN,-1,0,1.0
ISR,FRA,1,0,1.0
SGP,NZL,1,0,1.0
CHL,COL,1,0,1.0
ISR,DEU,1,0,1.0
ISR,CAN,1,0,1.0
ISR,SDN,1,0,1.0
CAN,DEU,1,0,1.0
USA,NIC,1,0,1.0
SSD,SDN,1,0,1.0
MEX,FRA,1,0,1.0
MAR,FRA,1,0,1.0
MEX,ISR,1,0,1.0
PRK,JPN,1,0,1.0
NIC,USA,1,0,1.0
SWE,MAR,1,0,1.0
USA,SEN,-1,0,1.0
CAN,FRA,1,0,1.0
AUS,BFA,-1,0,1.0
GRC,BEL,1,0,1.0
DEU,CAN,1,0,1.0
ISR,GBR,1,0,1.0
GBR,MEX,1,0,1.0
POL,DEU,1,0,1.0
COL,CHL,1,0,1.0
NGA,AFR,1,0,1.0
FRA,ISR,1,0,1.0
MEX,GBR,1,0,1.0
IRQ,CHE,1,0,1.0
CAN,MEX,1,0,1.0
MEX,CAN,1,0,1.0
IRN,GBR,1,0,1.0
IRQ,USA,-0.962068966,0,0.962068966
SYR,CHE,-0.961538462,0,0.961538462
NZL,AUS,0.96,0,0.96
BGD,PRT,0.95,0,0.95
KEN,SOM,-0.95,0,0.95
IRL,USA,0.94,0,0.94
KWT,SAU,0.933333333,0,0.933333333
PRK,CHN,0.9125,0,0.9125
JPN,CHN,0.9,0,0.9
RUS,GBR,-0.863157895,0,0.863157895
GBR,USA,0.858333333,0,0.858333333
DEU,SAU,0.857142857,0,0.857142857
SYR,USA,0.842857143,0,0.842857143
ARE,IRN,-0.833333333,0,0.833333333
CHN,GBR,-0.8,0,0.8
IRN,YEM,0.766666667,0,0.766666667
USA,CAN,0.757142857,0,0.757142857
SAU,USA,0.74,0,0.74
IRQ,SAU,0.71875,0,0.71875
PAK,SAU,0.7125,0,0.7125
NGA,USA,0.7,0,0.7
USA,WST,0.7,0,0.7
LTU,RUS,-0.666666667,0,0.666666667
IRN,ISR,-0.666666667,0,0.666666667
ISR,IRN,-0.65,0,0.65
USA,PRK,0.61875,0,0.61875
USA,TUR,0.614285714,0,0.614285714
IRL,GBR,-0.6,0,0.6
DEU,FRA,-0.6,0,0.6
EUR,TUR,-0.6,0,0.6
MYS,THA,0.6,0,0.6
DNK,EUR,-0.6,0,0.6
BHR,SAU,0.591666667,0,0.591666667
CHN,RUS,0.5875,0,0.5875
USA,AUS,-0.576470588,0,0.576470588
QAT,YEM,0.566666667,0,0.566666667
DEU,GBR,0.56,0,0.56
AFG,USA,0.54,0,0.54
SGP,IDN,-0.533333333,0,0.533333333
IRQ,TUR,-0.533333333,0,0.533333333
CAN,USA,-0.533333333,0,0.533333333
CHE,MYS,0.5,0,0.5
GBR,ISR,-0.5,0,0.5
COL,JAM,-0.5,0,0.5
MDA,EUR,0.5,0,0.5
CAN,GBR,0.5,0,0.5
PHL,CHN,0.5,0,0.5
SLV,JAM,-0.5,0,0.5
EGY,ISR,0.483333333,0,0.483333333
SYR,SAU,-0.466666667,0,0.466666667
TWN,CHN,-0.45625,0,0.45625
USA,SYR,-0.441666667,0,0.441666667
GBR,TUR,-0.4,0,0.4
OMN,USA,0.4,0,0.4
SGP,USA,0.4,0,0.4
YEM,USA,0.4,0,0.4
BDI,USA,0.4,0,0.4
PHL,EUR,0.4,0,0.4
POL,RUS,-0.4,0,0.4
NOR,USA,0.4,0,0.4
SYR,RUS,0.391666667,0,0.391666667
EUR,USA,0.35,0,0.35
PHL,USA,-0.35,0,0.35
USA,RUS,-0.328571429,0,0.328571429
RUS,SYR,-0.321052632,0,0.321052632
DEU,ISR,0.3,0,0.3
FRA,GBR,0.291666667,0,0.291666667
FRA,USA,0.288888889,0,0.288888889
AUS,MYS,-0.285714286,0,0.285714286
FRA,SYR,-0.275,0,0.275
TUR,IRN,-0.266666667,0,0.266666667
ESP,USA,0.266666667,0,0.266666667
USA,JOR,0.26,0,0.26
CHE,SYR,-0.254545455,0,0.254545455
SYR,YEM,0.25,0,0.25
CHN,PRK,0.234482759,0,0.234482759
FRA,EUR,0.216666667,0,0.216666667
CHN,TWN,0.2,0,0.2
WST,USA,-0.2,0,0.2
EUR,POL,0.142857143,0,0.142857143
TUR,EUR,0.125,0,0.125
ARE,USA,-0.1,0,0.1
DEU,RUS,0.1,0,0.1
GRC,USA,0.06,0,0.06
UGA,SSD,-0.05,0,0.05
UKR,RUS,-0.05,0,0.05
USA,FRA,0.019047619,0,0.019047619
PRK,USA,-0.011111111,0,0.011111111
HRV,USA,0,0,0.0
NER,BFA,0,0,0.0
KEN,USA,0,0,0.0
PGS,IRN,0,0,0.0
BGD,NPL,0,0,0.0
HTI,USA,0,0,0.0
GHA,JPN,0,0,0.0
EUR,HUN,0,0,0.0
EUR,MLI,0,0,0.0
LBN,IRN,0,0,0.0
SAU,PRK,0,0,0.0
YEM,QAT,0,0,0.0
EST,LTU,0,0,0.0
MDV,PAK,0,0,0.0
DEU,IRQ,0,0,0.0
ISR,POL,0,0,0.0
GRC,CHE,0,0,0.0
PSE,SAU,0,0,0.0
LAO,SEA,0,0,0.0
NGA,BFA,0,0,0.0
AUT,DEU,0,0,0.0
USA,GTM,0,0,0.0
CHN,EUR,0,0,0.0
TWN,USA,0,0,0.0
GBR,PRK,0,0,0.0
CAN,KOR,0,0,0.0
TUR,DZA,0,0,0.0
AFR,DZA,0,0,0.0
BGR,MKD,0,0,0.0
PRT,IRN,0,0,0.0
CHE,TUR,0,0,0.0
NLD,CHN,0,0,0.0
THA,KOR,0,0,0.0
LVA,LTU,0,0,0.0
SYR,AUS,-10,1,10.0
JOR,TUR,-10,1,10.0
PSE,USA,-10,1,10.0
GMB,BDI,10,1,10.0
POL,SDN,-10,1,10.0
IRQ,AUS,-10,1,10.0
BGD,POL,-10,1,10.0
SEN,MRT,-10,1,10.0
SOM,KEN,-10,1,10.0
UKR,NLD,-10,1,10.0
SLV,USA,-10,1,10.0
AGO,COD,-10,1,10.0
CHN,GHA,-10,1,10.0
RUS,AFG,10,1,10.0
TUN,GBR,-10,1,10.0
COD,AGO,-10,1,10.0
SYR,POL,-10,1,10.0
NPL,IRL,-10,1,10.0
BOL,CUB,-10,1,10.0
ISR,SYR,-10,1,10.0
CHN,ESP,-10,1,10.0
IRQ,CAN,-10,1,10.0
THA,LAO,-9.5,1,9.5
CHE,GRC,-9.5,1,9.5
BGD,IND,-9.5,1,9.5
AFG,SRB,-9.5,1,9.5
SYR,HUN,-9.5,1,9.5
AUT,ITA,-9.5,1,9.5
ARE,SEA,-9.5,1,9.5
DOM,USA,-9.5,1,9.5
ARE,USA,-9,1,9.0
NGA,PHL,-9,1,9.0
AUS,THA,-9,1,9.0
MLT,TUR,-9,1,9.0
LBY,TUN,-8.7,1,8.7
TUN,LBY,-8.487500001,1,8.487500001
SYR,LBN,-8.3,1,8.3
VNM,MYS,8,1,8.0
CHL,VNM,8,1,8.0
PER,VNM,8,1,8.0
DOM,BOL,8,1,8.0
BOL,DOM,8,1,8.0
VNM,AUS,8,1,8.0
VNM,MEX,8,1,8.0
AUS,VNM,8,1,8.0
VNM,CAN,8,1,8.0
EUR,SAU,-8,1,8.0
CMR,NGA,-8,1,8.0
LKA,CHN,8,1,8.0
PHL,VNM,8,1,8.0
VNM,JPN,8,1,8.0
VNM,BRN,8,1,8.0
PHL,AUS,8,1,8.0
MYS,VNM,8,1,8.0
VNM,SGP,8,1,8.0
CAN,VNM,8,1,8.0
IDN,JPN,8,1,8.0
ITA,CHN,8,1,8.0
VNM,PHL,8,1,8.0
BRN,VNM,8,1,8.0
MEX,VNM,8,1,8.0
JPN,PHL,8,1,8.0
VNM,USA,8,1,8.0
MDV,USA,-8,1,8.0
ISR,JPN,8,1,8.0
SGP,VNM,8,1,8.0
VNM,PER,8,1,8.0
VNM,CHL,8,1,8.0
JPN,VNM,8,1,8.0
GBR,CHN,7.5,1,7.5
RUS,ARM,7.400000095,1,7.400000095
GRC,CYP,7.4,1,7.4
ALB,SYR,7.4,1,7.4
ETH,USA,7.4,1,7.4
LVA,SYR,7.4,1,7.4
ALB,AFG,7.4,1,7.4
ALB,IRQ,7.4,1,7.4
ALB,IRN,7.4,1,7.4
IRQ,SWE,7.4,1,7.4
ALB,LBY,7.4,1,7.4
PAN,CUB,7.4,1,7.4
ARE,PER,7.4,1,7.4
JPN,ISR,7.333333333,1,7.333333333
NGA,CMR,-7.25,1,7.25
BEL,PRK,-7.2,1,7.2
WST,SYR,-7.2,1,7.2
CAN,IRQ,-7.199999809,1,7.199999809
HRV,NOR,7,1,7.0
CAN,LBY,7,1,7.0
USA,UGA,7,1,7.0
COG,COD,7,1,7.0
EUR,RUS,7,1,7.0
HRV,AUS,7,1,7.0
IRN,PRK,7,1,7.0
RUS,EUR,7,1,7.0
NOR,SYR,7,1,7.0
KOR,DEU,7,1,7.0
USA,LBN,7,1,7.0
GBR,AZE,7,1,7.0
JPN,DEU,7,1,7.0
MCO,SYR,7,1,7.0
GBR,ITA,7,1,7.0
AUT,NLD,7,1,7.0
KHM,NRU,7,1,7.0
RUS,UZB,7,1,7.0
COD,COG,7,1,7.0
FRA,IRQ,7,1,7.0
SYR,NOR,7,1,7.0
GBR,JOR,7,1,7.0
USA,CZE,7,1,7.0
SRB,ALB,-7,1,7.0
AZE,GBR,7,1,7.0
PRK,IRN,7,1,7.0
VEN,IRN,7,1,7.0
DEU,FRA,7,1,7.0
JOR,DEU,7,1,7.0
USA,TCD,7,1,7.0
USA,GTM,7,1,7.0
CHN,DEU,7,1,7.0
MYS,SAU,7,1,7.0
BFA,SEN,7,1,7.0
PNG,AUS,7,1,7.0
LBY,SYR,-7,1,7.0
DNK,USA,7,1,7.0
CHN,NOR,7,1,7.0
IRN,VEN,7,1,7.0
USA,MNG,-7,1,7.0
SAU,DEU,7,1,7.0
DEU,CHN,7,1,7.0
POL,WST,7,1,7.0
FRA,TUN,-7,1,7.0
BLR,UKR,7,1,7.0
SAU,YEM,-6.8,1,6.8
JPN,AUS,6.7,1,6.7
FRA,TUR,6.5,1,6.5
AUS,SYR,6.5,1,6.5
KOR,CHL,6.400000095,1,6.400000095
IRN,EUR,6.4,1,6.4
ARM,RUS,6.299999952,1,6.299999952
FRA,DEU,6.25,1,6.25
USA,NZL,6.225,1,6.225
FRA,ESP,6.2,1,6.2
LBY,SRB,-6.033333333,1,6.033333333
EGY,FRA,6,1,6.0
USA,PRT,6,1,6.0
ISR,EUR,6,1,6.0
PRK,AUS,6,1,6.0
COL,VEN,6,1,6.0
EUR,ISR,6,1,6.0
CAN,SYR,5.949999988,1,5.949999988
CUB,EUR,-5.885714286,1,5.885714286
GBR,AFG,5.85,1,5.85
SRB,USA,-5.8,1,5.8
IRQ,VEN,5.714285714,1,5.714285714
RUS,BLR,5.700000048,1,5.700000048
NZL,MYS,5.7,1,5.7
KWT,ARE,5.666666667,1,5.666666667
TMP,IDN,5.5,1,5.5
AUS,EUR,5.5,1,5.5
VEN,IRQ,5.5,1,5.5
JPN,SWE,-5.5,1,5.5
UKR,BLR,5.5,1,5.5
NER,BFA,5.5,1,5.5
SYR,MDV,-5.5,1,5.5
JPN,PSE,5.4,1,5.4
RUS,HUN,5.3,1,5.3
PSE,EUR,5.2,1,5.2
SYR,ITA,5.2,1,5.2
TCD,USA,5.2,1,5.2
AUS,PNG,5.2,1,5.2
IRN,ESP,5.2,1,5.2
SAU,JOR,-5.2,1,5.2
USA,NGA,5.2,1,5.2
ITA,IRQ,5.199999905,1,5.199999905
IRQ,ITA,5.199999809,1,5.199999809
ISR,PSE,-5.163928571,1,5.163928571
HUN,RUS,5.15,1,5.15
USA,PER,5.049999952,1,5.049999952
MEX,CHL,-5,1,5.0
SWE,ECU,5,1,5.0
EGY,DOM,-5,1,5.0
AUS,EGY,5,1,5.0
IRN,SWE,5,1,5.0
GRC,ESP,5,1,5.0
LBN,YEM,-5,1,5.0
AUS,SWE,-5,1,5.0
EUR,MDA,-5,1,5.0
CAN,JAM,-5,1,5.0
DEU,MAR,5,1,5.0
NRU,FRA,-5,1,5.0
EUR,AUT,-5,1,5.0
MEX,COD,5,1,5.0
ESP,MAR,-5,1,5.0
NGA,USA,-5,1,5.0
THA,AUS,-5,1,5.0
PHL,IDN,5,1,5.0
IDN,PHL,5,1,5.0
DZA,ITA,-5,1,5.0
CYP,EUR,-5,1,5.0
CYP,MDA,-5,1,5.0
CIV,BFA,-5,1,5.0
MKD,IRQ,5,1,5.0
NOR,PSE,-5,1,5.0
GBR,AFR,-5,1,5.0
EGY,DEU,-5,1,5.0
MAR,ESP,-5,1,5.0
SRB,AFG,5,1,5.0
BFA,CIV,5,1,5.0
NOR,TUR,-5,1,5.0
DZA,BEL,-5,1,5.0
KWT,IRQ,-5,1,5.0
BEL,CHE,-5,1,5.0
VNM,SLV,-5,1,5.0
HUN,GBR,-5,1,5.0
ISR,SWE,-5,1,5.0
GBR,JPN,-5,1,5.0
AUS,JPN,5,1,5.0
ARE,SAU,-5,1,5.0
USA,PAN,-5,1,5.0
CHN,EUR,-5,1,5.0
ESP,GRC,5,1,5.0
CHE,ISR,-5,1,5.0
PGS,SAU,5,1,5.0
GBR,GHA,5,1,5.0
DEU,DZA,-5,1,5.0
GBR,LBY,-5,1,5.0
TCD,CMR,5,1,5.0
SWE,CHE,-5,1,5.0
USA,MMR,-5,1,5.0
USA,CYP,-5,1,5.0
DZA,DEU,-5,1,5.0
HUN,SYR,5,1,5.0
EUR,PSE,4.974999997,1,4.974999997
AFG,USA,4.954545455,1,4.954545455
CAN,EUR,-4.95,1,4.95
PSE,JPN,4.95,1,4.95
GBR,PSE,-4.888888889,1,4.888888889
DEU,KOR,4.85,1,4.85
NZL,USA,4.8,1,4.8
GBR,SYR,-4.769230769,1,4.769230769
SYR,IRQ,-4.714285714,1,4.714285714
SAU,RUS,4.708333333,1,4.708333333
MYS,PHL,4.666666667,1,4.666666667
PHL,MYS,4.666666667,1,4.666666667
CHN,PAK,4.642857143,1,4.642857143
POL,DEU,4.600000032,1,4.600000032
USA,MCO,4.599999993,1,4.599999993
ITA,AUT,-4.55,1,4.55
IDN,VNM,4.533333333,1,4.533333333
GBR,RUS,-4.516666667,1,4.516666667
VEN,QAT,4.5,1,4.5
USA,KHM,4.45,1,4.45
AUS,SGP,4.45,1,4.45
BEL,WST,4.45,1,4.45
USA,SEN,4.45,1,4.45
USA,BEL,4.45,1,4.45
BGR,ISR,4.449999988,1,4.449999988
CHE,SYR,4.44,1,4.44
CAN,SOM,-4.400000095,1,4.400000095
CHN,CAN,-4.4,1,4.4
LBN,CHE,-4.4,1,4.4
EUR,THA,-4.4,1,4.4
NLD,GRC,-4.4,1,4.4
EGY,ITA,-4.388888889,1,4.388888889
GBR,IRL,4.375000048,1,4.375000048
QAT,VEN,4.375,1,4.375
AUT,DEU,-4.366666667,1,4.366666667
USA,AFG,4.34375,1,4.34375
EUR,NPL,-4.333333333,1,4.333333333
PAK,USA,4.308333333,1,4.308333333
USA,JOR,4.27,1,4.27
AUS,CAN,4.2,1,4.2
USA,AGO,4.2,1,4.2
CHN,AFG,4.166666667,1,4.166666667
AFG,CHN,4.166666667,1,4.166666667
USA,ARE,4.166666667,1,4.166666667
USA,ITA,4.1,1,4.1
USA,FRA,4.062499999,1,4.062499999
ITA,TUR,-4.05,1,4.05
PAK,CHN,4.0125,1,4.0125
ARG,MEX,-4,1,4.0
USA,TUV,4,1,4.0
PSE,JOR,4,1,4.0
UKR,VAT,4,1,4.0
NLD,WST,4,1,4.0
TUR,AZE,-4,1,4.0
FRA,AFR,4,1,4.0
SDN,IRN,-4,1,4.0
CZE,BGR,4,1,4.0
MKD,CZE,4,1,4.0
TUR,MKD,-4,1,4.0
BGR,CZE,4,1,4.0
BFA,NER,4,1,4.0
CHN,VAT,-4,1,4.0
AFR,SSD,4,1,4.0
CHE,NLD,4,1,4.0
CUB,ISR,4,1,4.0
SSD,AFR,4,1,4.0
BGR,USA,4,1,4.0
ESP,IRN,4,1,4.0
USA,MOZ,4,1,4.0
HRV,SRB,4,1,4.0
SGP,MDV,4,1,4.0
MKD,AUT,4,1,4.0
ESP,DEU,4,1,4.0
AUT,ALB,4,1,4.0
SWE,SYR,4,1,4.0
CZE,MKD,4,1,4.0
POL,MKD,4,1,4.0
KHM,SEA,4,1,4.0
LUX,GBR,4,1,4.0
TUR,DJI,4,1,4.0
IDN,CAN,-4,1,4.0
AUT,MKD,4,1,4.0
FJI,NZL,4,1,4.0
JOR,PSE,4,1,4.0
MOZ,USA,4,1,4.0
LBY,MAR,-4,1,4.0
TWN,MDV,4,1,4.0
DZA,TUN,4,1,4.0
SOM,GRC,4,1,4.0
ITA,CUB,4,1,4.0
ARE,MEX,-4,1,4.0
MLT,ITA,4,1,4.0
ALB,EUR,4,1,4.0
BEL,DEU,4,1,4.0
KWT,PGS,-4,1,4.0
TUR,NLD,4,1,4.0
TUV,USA,4,1,4.0
USA,LBR,4,1,4.0
NLD,CHE,4,1,4.0
MKD,POL,4,1,4.0
TUR,SOM,-4,1,4.0
NOR,CHN,-4,1,4.0
CUB,ARG,4,1,4.0
SYR,GBR,-4,1,4.0
GRC,RUS,4,1,4.0
EGY,IRQ,4,1,4.0
PAN,MEX,4,1,4.0
KWT,SAU,4,1,4.0
EUR,MAR,4,1,4.0
ESP,SAU,4,1,4.0
VEN,BRA,-4,1,4.0
USA,MEX,3.994285714,1,3.994285714
IRN,FRA,3.95,1,3.95
USA,NLD,3.94,1,3.94
GRC,TUR,3.939999993,1,3.939999993
AUS,BFA,3.939999986,1,3.939999986
VNM,IDN,3.933333333,1,3.933333333
CHN,THA,3.9,1,3.9
WST,GRC,3.85,1,3.85
IRN,CHN,3.85,1,3.85
WST,BEL,3.816666667,1,3.816666667
CHE,RUS,3.8,1,3.8
EUR,TUR,3.776190474,1,3.776190474
SOM,TUR,-3.75,1,3.75
ISR,CUB,3.75,1,3.75
PSE,ISR,-3.74102564,1,3.74102564
USA,ESP,3.725,1,3.725
WST,POL,3.725,1,3.725
HUN,CHE,3.700000048,1,3.700000048
POL,EUR,3.7,1,3.7
ITA,GBR,3.7,1,3.7
IRN,IRQ,3.7,1,3.7
TUR,GBR,3.7,1,3.7
RUS,IRN,3.641666667,1,3.641666667
BEL,FRA,-3.600000004,1,3.600000004
AFG,PAK,3.541176471,1,3.541176471
USA,PAK,3.53,1,3.53
GBR,BEL,3.528571425,1,3.528571425
IDN,TMP,3.52,1,3.52
EUR,SYR,3.509090909,1,3.509090909
VEN,RUS,3.5,1,3.5
AFR,SOM,-3.5,1,3.5
GBR,IRN,3.5,1,3.5
HUN,SVK,3.5,1,3.5
IRN,DEU,3.5,1,3.5
NMR,USA,3.5,1,3.5
PHL,JPN,3.5,1,3.5
USA,NMR,3.5,1,3.5
NZL,FRA,-3.5,1,3.5
HUN,CZE,3.5,1,3.5
THA,IDN,-3.5,1,3.5
FRA,ISR,3.485714286,1,3.485714286
DEU,IRQ,3.48,1,3.48
ESP,PHL,-3.466666667,1,3.466666667
USA,PHL,3.45999999,1,3.45999999
CZE,HUN,3.45,1,3.45
IRN,GBR,3.45,1,3.45
SVK,HUN,3.45,1,3.45
CAN,PGS,3.400000095,1,3.400000095
ALB,DEU,3.400000095,1,3.400000095
IRN,PSE,3.400000095,1,3.400000095
ITA,GRC,3.400000095,1,3.400000095
GBR,KNA,3.4,1,3.4
DNK,TUR,3.4,1,3.4
SYR,ISR,-3.4,1,3.4
NGA,CAN,3.4,1,3.4
NLD,IRQ,3.4,1,3.4
CAN,AFR,3.4,1,3.4
AUT,HRV,3.4,1,3.4
SAU,ARE,3.4,1,3.4
MDV,AUS,3.4,1,3.4
CHN,IRN,3.4,1,3.4
GRC,MKD,3.4,1,3.4
SOM,DJI,3.4,1,3.4
SYR,PSE,3.4,1,3.4
GRC,GBR,-3.333333333,1,3.333333333
IRN,YEM,-3.3,1,3.3
FRA,IRN,3.275,1,3.275
USA,IDN,3.266666667,1,3.266666667
ISR,JOR,-3.266666667,1,3.266666667
SAU,VEN,3.25,1,3.25
VEN,SAU,3.25,1,3.25
RUS,VEN,3.25,1,3.25
CAN,IRN,3.25,1,3.25
GBR,FRA,3.235294118,1,3.235294118
RUS,CUB,3.216666667,1,3.216666667
YEM,SYR,3.215384626,1,3.215384626
CUB,RUS,3.214285714,1,3.214285714
AUS,PRK,3.200000048,1,3.200000048
JPN,PRK,-3.168181837,1,3.168181837
NZL,CHN,3.166666667,1,3.166666667
MCO,AGO,3.142857143,1,3.142857143
ITA,SYR,3.12,1,3.12
BEL,TUR,3.116666651,1,3.116666651
BFA,AUS,-3.100000024,1,3.100000024
MEX,CUB,3.1,1,3.1
ZWE,USA,3.1,1,3.1
SGP,MYS,3.1,1,3.1
PSE,FRA,3.099999976,1,3.099999976
PHL,USA,3.085714275,1,3.085714275
AUS,TMP,3.083333333,1,3.083333333
MEX,USA,3.027999998,1,3.027999998
BHR,ARE,3,1,3.0
AUT,BEL,-3,1,3.0
UKR,IRQ,3,1,3.0
QAT,IRN,3,1,3.0
PSE,GBR,3,1,3.0
KWT,BHR,3,1,3.0
POL,GRC,3,1,3.0
NLD,EUR,3,1,3.0
NGA,AFR,3,1,3.0
IRQ,EUR,3,1,3.0
SWE,IRN,3,1,3.0
GBR,UKR,3,1,3.0
POL,CZE,3,1,3.0
AUS,BRA,3,1,3.0
AUS,ISR,3,1,3.0
UKR,GBR,3,1,3.0
NLD,TUR,3,1,3.0
GBR,TUN,3,1,3.0
CZE,GRC,3,1,3.0
AUS,NLD,3,1,3.0
UKR,FRA,3,1,3.0
CAN,FRA,3,1,3.0
JPN,CAN,-3,1,3.0
AUS,BRN,3,1,3.0
HUN,GRC,3,1,3.0
CUB,PAN,3,1,3.0
KEN,BEL,3,1,3.0
SAU,TUR,-3,1,3.0
CZE,POL,3,1,3.0
FRA,UKR,3,1,3.0
EUR,IND,3,1,3.0
GRC,BEL,2.979999995,1,2.979999995
EUR,GBR,2.976923077,1,2.976923077
CHN,SEA,2.96,1,2.96
MYS,CHN,2.949999988,1,2.949999988
AUS,DEU,2.933333333,1,2.933333333
ITA,AUS,2.933333315,1,2.933333315
BRA,COL,2.899999984,1,2.899999984
AUS,NZL,2.859999986,1,2.859999986
RUS,SAU,2.855,1,2.855
POL,HUN,2.85,1,2.85
FRA,CUB,2.85,1,2.85
TUR,DEU,2.847826085,1,2.847826085
USA,PRK,-2.82857143,1,2.82857143
WST,TUR,2.825,1,2.825
USA,VNM,2.822222222,1,2.822222222
USA,TUR,2.8125,1,2.8125
AUS,KEN,2.8,1,2.8
VEN,USA,2.8,1,2.8
NLD,SYR,2.8,1,2.8
PER,BRA,2.8,1,2.8
AUS,FJI,2.8,1,2.8
COL,ESP,2.8,1,2.8
CRI,CUB,2.8,1,2.8
MHL,TTO,2.8,1,2.8
ESP,PRT,2.8,1,2.8
JOR,LBN,2.8,1,2.8
BGD,HRV,2.8,1,2.8
AFR,DEU,2.8,1,2.8
DEU,GRC,2.8,1,2.8
AUS,BEL,2.8,1,2.8
ESP,EUR,2.8,1,2.8
LBN,KWT,2.8,1,2.8
IRN,AUT,2.8,1,2.8
GRC,SRB,2.8,1,2.8
VEN,CHN,2.8,1,2.8
UKR,DEU,2.8,1,2.8
CHN,JPN,2.8,1,2.8
CYP,ISR,2.8,1,2.8
CUB,SLV,2.8,1,2.8
TMP,CHN,2.8,1,2.8
GAB,USA,2.8,1,2.8
SYR,EGY,2.8,1,2.8
VAT,AUS,2.8,1,2.8
SLV,MEX,2.8,1,2.8
SLV,AUS,2.8,1,2.8
UKR,AUT,2.8,1,2.8
ISR,EGY,2.8,1,2.8
RUS,NGA,2.8,1,2.8
MEX,CRI,2.8,1,2.8
WAF,GBR,2.8,1,2.8
SSD,SDN,2.8,1,2.8
SRB,LBY,2.8,1,2.8
TUR,ITA,2.8,1,2.8
SYR,SWE,2.8,1,2.8
TUR,WST,2.8,1,2.8
UKR,SRB,2.8,1,2.8
TON,NZL,2.8,1,2.8
LKA,SAS,2.8,1,2.8
GRC,IRQ,2.8,1,2.8
LBN,BHR,2.8,1,2.8
EUR,JPN,2.8,1,2.8
JOR,EGY,2.8,1,2.8
NOR,SWE,2.8,1,2.8
SEN,USA,2.8,1,2.8
NMR,EUR,2.8,1,2.8
AFR,DJI,2.8,1,2.8
KOR,PSE,2.799999988,1,2.799999988
AUS,ZAF,2.799999984,1,2.799999984
AFR,ETH,2.799999976,1,2.799999976
COL,CAN,2.799999976,1,2.799999976
KHM,THA,2.799999976,1,2.799999976
CHN,SGP,2.799999976,1,2.799999976
MEX,BRA,2.799999976,1,2.799999976
LBN,ARE,2.799999968,1,2.799999968
KWT,NOR,2.799999952,1,2.799999952
CHE,HUN,2.799999952,1,2.799999952
GTM,BRA,2.799999952,1,2.799999952
HND,BRA,2.799999952,1,2.799999952
WSM,BRA,2.799999952,1,2.799999952
SVK,DEU,2.799999952,1,2.799999952
BHS,USA,2.799999952,1,2.799999952
CHN,MYS,2.799999952,1,2.799999952
CHL,POL,2.799999952,1,2.799999952
ARE,SGP,2.799999952,1,2.799999952
JPN,SGP,2.799999952,1,2.799999952
HTI,BRA,2.799999952,1,2.799999952
CHN,VNM,2.799999952,1,2.799999952
GRC,SVK,2.799999952,1,2.799999952
AFR,TUR,2.799999952,1,2.799999952
EUR,IRL,2.799999952,1,2.799999952
BRA,FRA,2.799999952,1,2.799999952
KAZ,USA,2.799999952,1,2.799999952
IRQ,FIN,2.799999952,1,2.799999952
ITA,SVK,2.799999952,1,2.799999952
SLV,BRA,2.799999952,1,2.799999952
DEU,TUR,2.78,1,2.78
ISR,GBR,2.78,1,2.78
PRK,KOR,-2.767567568,1,2.767567568
PRK,CHN,2.7625,1,2.7625
SAU,QAT,2.75,1,2.75
ZAF,AUS,2.739999995,1,2.739999995
JOR,SYR,2.724999994,1,2.724999994
CUB,USA,2.687878786,1,2.687878786
GRC,SYR,2.671428565,1,2.671428565
POL,SVK,2.666666667,1,2.666666667
SVK,CZE,2.666666667,1,2.666666667
CZE,SVK,2.666666667,1,2.666666667
SVK,POL,2.666666667,1,2.666666667
TUR,EUR,2.639999995,1,2.639999995
KOR,PRK,-2.635555564,1,2.635555564
BRA,SLV,2.633333325,1,2.633333325
IRN,RUS,2.63125,1,2.63125
IRN,USA,2.626666663,1,2.626666663
USA,CHN,2.622222224,1,2.622222224
JOR,GBR,2.6,1,2.6
SYR,CAN,2.599999984,1,2.599999984
TUR,RUS,-2.596,1,2.596
LBN,SYR,2.592857143,1,2.592857143
